"","id.sample_local_c","oc_usda.c729_w.pct","c.tot_usda.a622_w.pct","n.tot_usda.a623_w.pct","s.tot_usda.a624_w.pct","ph.h2o_usda.a268_index","bd_usda.a4_g.cm3","clay.tot_usda.a334_w.pct","silt.tot_usda.c62_w.pct","sand.tot_usda.c60_w.pct","caco3_usda.a54_w.pct","efferv_usda.a479_class","cec_usda.a723_cmolc.kg","ca.ext_usda.a722_cmolc.kg","mg.ext_usda.a724_cmolc.kg","k.ext_usda.a725_cmolc.kg","na.ext_usda.a726_cmolc.kg","wr.33kPa_usda.a415_w.pct","wr.1500kPa_usda.a417_w.pct","al.dith_usda.a65_w.pct","p.ext_usda.a652_mg.kg","p.ext_usda.a1070_mg.kg","k.ext_usda.a1065_mg.kg","ec_usda.a364_ds.m"
"531","106525",1.72,1.72361,0.15301,0.00608,4.69,1.61182,16.40347,43.1,40.5,NA,"none",8.87734,2.55353,0.67938,0.16399,0.02343,NA,7.05623,0.11035,4.47992,NA,NA,NA
"532","106535",1.84,1.84315,0.0603,0.00201,4.29,NA,2.48701,3.4,94.1,NA,"none",1.12921,0.02322,0.02322,0.06965,0,NA,3.60144,0.03267,1.32765,NA,NA,NA
"533","106536",0.56,0.55897,0.05209,0,4.69,NA,0.36513,2.7,96.9,NA,"none",0.24589,0,0,0,0,NA,1.59902,0.01982,0.98092,NA,NA,NA
"534","106542",3.39,3.38752,0.23122,0.01212,6.59,NA,2.34057,1.2,96.5,NA,"none",8.61852,8.22183,1.75349,0.03704,0,NA,4.96732,0.00847,2.98576,NA,NA,NA
"535","106543",1.14,1.1391,0.10246,0,5.99,NA,1.73291,0,98.3,NA,"none",5.73939,4.16246,0.9088,0.04783,0,NA,2.38693,0.00794,2.45097,NA,NA,NA
"536","106548",7.77,7.76886,0.41002,0.03579,4.11,NA,3.50584,7.8,88.7,NA,"none",15.97519,3.86759,0.7558,0.24153,0,NA,20.54329,0.04407,9.19423,NA,NA,NA
"537","106549",0.63,0.62654,0.04411,0,4.5,NA,0.93694,0.9,98.2,NA,"none",2.15046,0.12198,0,0.04879,0,NA,1.95695,0.0054,1.80661,NA,NA,NA
"538","106553",2.46,2.45988,0.10472,0.00101,4.21,NA,2.28441,2.5,95.2,NA,"none",2.59343,0.06916,0.02305,0.09221,0,NA,9.63455,0.02006,1.66946,NA,NA,NA
"539","106554",0.26,0.25728,0.03404,0,4.81,NA,1.57686,1.5,96.9,NA,"none",1.07418,0,0,0.07205,0,NA,1.43369,0.0031,1.80482,NA,NA,NA
"540","106659",2.34,2.33787,0.25816,0.02065,5.8,1.39619,33.77395,64.2,2,NA,"none",19.18644,15.95136,1.9335,0.63602,0,NA,14.45578,0.12406,12.89236,NA,NA,0.148
"541","106660",1.68,1.67892,0.1854,0.01761,6.46,1.39678,38.23423,59.6,2.2,NA,"none",19.79235,19.60795,1.93032,0.38098,0,NA,14.70231,0.12548,2.639,NA,NA,0.0825
"542","106665",4.8,4.80434,0.51216,0.04873,6.44,1.11054,32.27705,66.1,1.6,NA,"none",29.10642,28.63437,3.69154,1.69611,0,NA,18.37349,0.09817,32.5828,NA,NA,0.575
"543","106679",2.04,2.03831,0.17097,0.01854,5.68,1.21842,32.37131,65.6,2,NA,"none",17.97859,12.15814,2.04297,0.42354,0.02491,NA,12.78296,0.14128,0.79276,NA,NA,0.047
"544","106680",1.97,1.97135,0.18449,0.02177,5.51,1.33313,38.55203,59.9,1.5,NA,"none",20.22581,12.14755,2.27464,0.36297,0,NA,15.31532,0.16563,0.55924,NA,NA,0.0355
"545","106681",2.1,2.10046,0.17686,0.02185,5.67,1.34,42.64226,56.1,1.3,NA,"none",22.93078,14.86208,2.5013,0.41284,0.02428,NA,17.15771,0.17546,0.12499,NA,NA,0.032
"546","107271",0.48,0.48396,0.12278,0,6.4,NA,14.44164,32.7,52.9,NA,"none",14.02917,7.79337,3.20903,0.50428,0.04584,NA,8.66808,0.16224,NA,NA,NA,0.035
"547","108390",1.04,1.04459,0.11799,0.01526,6.82,1.33338,13.83823,61.4,24.8,NA,"none",11.47663,8.2396,2.85963,0.60585,0.41198,NA,6.89655,0.02391,NA,NA,NA,0.096
"548","108400",5.6412,6.08529,0.51118,0.07688,7.54,0.80696,22.72944,43.5,33.8,3.73748,"strong",28.0211,59.09022,4.74166,0.69801,0.12035,NA,25.85034,0.07311,NA,NA,NA,0.464
"549","108401",4.6344,5.16006,0.45856,0.06728,7.7,0.93199,22.70002,43.6,33.7,4.38037,"strong",25.57706,56.43332,4.20817,0.65677,0.14595,NA,21.15385,0.07509,NA,NA,NA,0.407
"550","108405",2.55,2.55226,0.27658,0.03152,7.11,1.53169,13.83442,27.5,58.7,NA,"none",14.94519,13.01628,2.29107,3.27295,0.02518,NA,10.02506,0.02412,NA,NA,NA,0.41
"551","108410",2.16,2.15717,0.24253,0.02456,7.09,1.35666,18.70726,38.6,42.7,NA,"none",16.84487,15.76516,2.95276,0.28244,0.12838,NA,11.69355,0.04829,NA,NA,NA,0.164
"552","108411",1.82,1.81787,0.17493,0.02762,6.96,1.30433,18.65128,38,43.3,NA,"none",17.03216,16.1313,2.74359,0.25404,0.15242,NA,11.49584,0.04302,NA,NA,NA,0.185
"553","108417",1.8776,2.06134,0.20163,0.02968,7.86,1.36076,16.66076,38.6,44.7,1.52022,"slight",17.82361,32.02243,2.96639,0.48629,0.12157,NA,11.66848,0.07719,NA,NA,NA,0.323
"554","108422",2.8692,4.07711,0.31465,0.04188,7.76,1.04919,12.3807,46.3,41.3,10.08989,"violent",17.62728,56.20967,5.29875,1.64691,0.26255,NA,14.63068,0.05874,NA,NA,NA,0.635
"555","108427",1.17,1.17124,0.12473,0.01014,5.87,1.38389,10.76139,32.4,56.8,NA,"none",9.99457,8.20267,1.41174,0.17038,0.19472,NA,7.30994,0.06547,NA,NA,NA,0.071
"556","109011",2.66,2.65821,0.29933,0.03269,6.44,1.39598,30.83532,65.3,3.9,NA,"none",21.19225,19.03895,1.49372,0.16597,0.07113,NA,14.69003,0.13273,5.45684,NA,NA,0.113
"557","109012",2.26,2.25929,0.18103,0.01432,6.54,1.35922,34.96612,61.5,3.5,NA,"none",21.69713,18.43686,1.75379,0.25279,0.03672,NA,15.23948,0.1284,1.02318,NA,NA,0.077
"558","109018",4.11,4.10981,0.36686,0.03567,6.71,1.15956,32.676,63.8,3.5,NA,"none",22.45905,19.79535,1.7481,0.4678,0.04924,NA,16.8717,0.11587,0.86654,NA,NA,0.233
"559","109019",2.71,2.70506,0.23832,0.02139,6.71,1.43205,35.21537,61.6,3.2,NA,"none",20.22478,16.99366,1.49448,0.19284,0.04821,NA,15.34392,0.12997,0.28529,NA,NA,0.127
"560","109025",2.33,2.33457,0.26019,0.01525,5.98,1.39895,26.11248,64.7,9.2,NA,"none",17.78203,14.62413,1.55366,0.36992,0.04932,NA,11.75031,0.18793,6.26312,NA,NA,0.132
"561","109026",1.73,1.73082,0.14534,0.01016,6.24,1.52453,28.83747,62.6,8.6,NA,"none",17.06219,14.51802,1.31306,0.2973,0.07432,NA,11.5493,0.17838,2.08099,NA,NA,0.05
"562","109028",1.29,1.28666,0.17176,0.00926,6.58,1.29358,54.66889,37.1,8.2,NA,"none",27.63391,23.50502,1.39271,0.53754,0.09773,NA,23.25301,0.40336,0,NA,NA,0.054
"563","109031",2.61,2.61047,0.2375,0.01928,5.69,1.30923,27.97213,66.7,5.3,NA,"none",15.58746,10.79259,1.65849,0.3218,0.07426,NA,12.5,0.10626,2.64904,NA,NA,0.112
"564","109032",1.82,1.8247,0.17161,0.01219,6.04,1.36257,33.3415,61.7,5,NA,"none",15.70964,11.86025,1.47332,0.31922,0.07367,NA,14.25,0.11555,0.61047,NA,NA,0.065
"565","109038",3.08,3.08275,0.2757,0.02246,5.82,1.23668,37.7213,57,5.3,NA,"none",24.50659,18.02612,1.64782,0.42444,0.09987,NA,16.73077,0.18723,1.31988,NA,NA,0.058
"566","109402",0.8984,0.91744,0.08931,0.00507,6.75,1.37096,14.25588,38.5,47.2,0.17615,"none",14.20455,10.88541,2.34386,1.17193,0.02254,NA,8.74636,0.05397,NA,NA,NA,0.189
"567","109403",0.5464,0.57689,0.08154,0.00612,7.09,1.42756,22.23777,38.3,39.5,0.2842,"none",18.63209,14.69433,3.32344,1.2819,0.02374,NA,11.73815,0.05941,NA,NA,NA,0.081
"568","109410",1.9888,1.98902,0.19363,0.01521,6.58,1.29274,12.83755,34.1,53.1,0.00883,"none",15.29168,11.13192,2.05965,1.98609,0.02452,NA,10.2122,0.06064,NA,NA,NA,0.232
"569","109411",0.9152,0.91791,0.08713,0.00709,6.9,1.28804,13.97754,32.3,53.7,0.04448,"none",14.27209,11.12642,1.99577,1.87103,0.02495,NA,8.24742,0.05878,NA,NA,NA,0.138
"570","109419",2.9724,2.97391,0.2639,0.02436,5.43,1.0212,14.45696,38.4,47.1,-0.02291,"none",16.85043,8.57529,1.80153,2.76235,1.44123,NA,11.15385,0.08097,NA,NA,NA,0.56
"571","109420",1.3532,1.33606,0.14879,0.00911,7.15,1.3456,13.25661,35.6,51.1,-0.10999,"none",14.34456,7.13335,1.41706,2.83413,4.97173,NA,9.51123,0.06497,NA,NA,NA,0.548
"572","109421",0.8676,0.89569,0.08308,0.04965,9.3,1.25123,11.89855,30.5,57.6,0.27418,"very slight",16.90276,41.22579,2.64114,3.19338,18.17584,NA,10.7089,0.06243,NA,NA,NA,2.68
"573","109542",0.446,1.03554,0.04748,0.79914,8.545,NA,18.32426,12.4,69.3,4.95103,"slight",7.62432,77.39589,16.39493,5.34189,12.50544,NA,7.06411,0.04302,NA,NA,NA,10.37
"574","109545",1.7196,2.67384,0.29284,11.45592,8.1425,NA,52.74426,24,23.3,7.92107,"strong",8.13574,321.66673,25.00867,6.15715,17.00184,NA,13.66836,0.00965,NA,NA,NA,12.34
"575","109893",0.84,0.8441,0.06917,0,5.59,1.24016,1.9137,25.7,72.4,NA,"none",2.42318,1.46748,0.19566,0.12229,0.07337,NA,1.82186,0.09889,NA,NA,NA,NA
"576","109898",9.22,9.22105,0.57593,0.04587,5.33,NA,19.57676,20.7,59.7,NA,"none",23.35903,14.47196,2.99502,0.26356,0.09584,NA,19.59877,0.19922,NA,NA,NA,NA
"577","109899",1.084,1.11955,0.11175,0.00201,5.09,NA,7.90652,14.3,77.8,0.30089,"very slight",5.92195,1.30297,0.27043,0.09834,0.07375,NA,2.5522,0.18708,NA,NA,NA,NA
"578","109913",7.73,7.73321,0.62505,0.04713,5.29,0.66124,21.28865,51.3,27.4,NA,"none",23.45785,18.17732,1.1376,0.16943,0,NA,22.27171,0.48903,NA,NA,NA,NA
"579","109920",5.04,5.04233,0.38457,0.05523,5.94,NA,5.28158,56.5,38.2,NA,"none",21.42881,13.03214,1.09838,0.05937,0.02969,NA,19.59565,0.51663,NA,NA,NA,NA
"580","109995",0.9772,0.99958,0.12839,0.02751,8.01,1.468,24.92387,42.4,32.7,0.19256,"none",16.83822,13.32367,4.93647,1.12628,0.83872,NA,11.51604,0.13922,NA,NA,NA,0.38
"581","111782",4.45,4.45404,0.32229,0.01017,4.77,0.72683,23.92297,46.7,29.4,NA,"none",15.78801,4.2074,1.4103,0.4701,0.02351,NA,14.80836,0.21271,NA,NA,NA,NA
"582","111783",0.59,0.59474,0.09274,0,4.88,1.47866,24.94791,55.8,19.3,NA,"none",7.57859,0.51418,0.31849,0.09791,0,NA,11.65414,0.12494,NA,NA,NA,NA
"583","111788",2.98,2.9774,0.22122,0.00609,5.74,0.93415,33.46447,52.4,14.1,NA,"none",15.62433,8.51107,3.20074,0.55771,0,NA,15.97096,0.16492,NA,NA,NA,NA
"584","111794",1.22,1.21651,0.09335,0,4.93,0.92052,4.35982,14.5,81.1,NA,"none",3.77002,1.55443,0.34543,0.14804,0.02467,NA,3.21285,0.0544,NA,NA,NA,NA
"585","111979",0.03,0.03115,0.01105,0.00201,7.37,NA,2.30043,15.1,82.6,NA,"none",4.54784,2.16288,0.80811,0.47536,0.09507,NA,5.07689,0,NA,NA,NA,NA
"586","112364",4.98,4.98429,0.19584,0.00203,4.2,0.84134,13.07477,75.8,11.1,NA,"none",17.99728,1.90197,1.01274,0.24701,0.1235,NA,8.11639,0.0886,NA,NA,NA,NA
"587","112391",0.07,0.07262,0.06253,0,6.74,1.52096,11.83315,23.1,65.1,NA,"none",6.26234,4.2288,4.2288,0.13425,0,NA,5.59361,0.02564,NA,NA,NA,NA
"588","112498",3.29,3.28507,0.29031,0.00917,6.55,1.19282,21.64834,60.2,18.2,NA,"none",13.33298,12.3536,4.30015,0.27342,0,NA,14.15701,0.14742,6.24937,NA,NA,NA
"589","112499",2.03,2.02666,0.1979,0.00507,6.74,1.31847,21.05909,61,17.9,NA,"none",10.51383,9.3041,3.34852,0.16743,0,NA,9.43847,0.13486,2.82578,NA,NA,NA
"590","112506",4.92,4.91571,0.45053,0.02983,6.28,1.13203,34.9261,48.3,16.8,NA,"none",31.13494,24.04576,6.1675,0.39951,0,NA,22.19512,0.17776,5.21921,NA,NA,NA
"591","112514",4.72,4.72192,0.40993,0.0276,6.98,1.19054,26.44496,59.9,13.7,NA,"none",25.98588,21.65894,5.91787,0.47918,0,NA,15.06276,0.10707,NA,NA,NA,NA
"592","112515",3.34,3.33846,0.30461,0.01936,6.79,1.3079,26.25094,60.2,13.5,NA,"none",20.60913,16.44311,4.8598,0.42464,0,NA,12.14393,0.10505,NA,NA,NA,NA
"593","112522",1.55,1.55433,0.14794,0.00507,4.86,1.40965,24.04147,60.9,15.1,NA,"none",12.86144,3.38664,1.57237,0.12095,0,NA,8.95722,0.10532,3.48978,NA,NA,NA
"594","112840",2.3968,4.69373,0.269,1.5886,7.87,NA,11.86506,28.7,59.4,19.11283,"slight",24.90826,98.59997,0.39109,0.64414,0.06902,NA,8.42099,0.05077,NA,NA,NA,2.12
"595","112841",0.4988,0.8582,0.32515,16.66643,7.89,NA,51.16169,6.5,42.3,3.00643,"slight",1.32505,271.05864,0.04773,0.0716,0,NA,5.4105,0.0283,NA,NA,NA,2.165
"596","112842",0.2968,0.60917,0.1857,17.67168,7.91,NA,51.46154,24.8,23.7,2.61104,"slight",0.68812,286.18622,0.0588,0.04709,0,NA,5.6464,0.02767,NA,NA,NA,2.17
"597","113032",1.1056,1.18442,0.11985,0,7.06,1.71602,11.13511,39.1,49.8,0.61974,"none",6.2541,8.1394,2.14077,0.3791,0,NA,5.33188,0.06925,NA,NA,NA,NA
"598","113040",0.95,0.95034,0.08246,0,5.6,1.68256,8.26603,28.7,63,NA,"none",5.78617,2.59678,0.72133,0.12022,0,NA,4.22764,0.07852,NA,NA,NA,NA
"599","113041",1.58,1.57908,0.16094,0.01215,6.04,1.60113,12.52535,39.8,47.7,NA,"none",10.36505,7.04246,0.92664,0.11583,0,NA,7.8125,0.1396,NA,NA,NA,NA
"600","113464",4.0336,4.09159,0.31616,0.02369,5.72,NA,23.70111,33.1,43.2,0.47037,"very slight",25.98314,13.96341,6.27984,1.05895,0,NA,17.86408,0.1694,NA,NA,NA,NA
"601","113465",0.97,0.96721,0.12998,0.01945,5.44,1.40599,23.10866,33.2,43.7,NA,"none",16.63543,6.87516,4.20284,0.43729,0,NA,11.57025,0.18577,NA,NA,NA,NA
"602","113466",0.0536,0.11151,0.03069,0.01535,4.68,1.34022,18.78736,35.6,45.6,0.46726,"very slight",13.13907,1.91176,1.64216,0.2451,0,NA,9.58549,0.17808,NA,NA,NA,NA
"603","113468",2.31,2.31088,0.22783,0.02441,6.93,1.21858,20.6425,13.8,65.6,NA,"none",14.78571,11.01757,5.42328,0.56187,0,NA,10.2439,0.14367,NA,NA,NA,NA
"604","113473",1.24,1.24351,0.11516,0.01313,6.38,1.61815,12.16427,38.1,49.7,NA,"none",7.70624,4.50746,2.21678,0.27094,0,NA,6.04878,0.12627,NA,NA,NA,NA
"605","113478",0.88,0.87929,0.0847,0.00807,5.98,1.61573,11.75832,26.1,62.1,NA,"none",7.54864,3.71987,1.41942,0.14684,0,NA,5.58583,0.11823,NA,NA,NA,NA
"606","113484",2.4908,2.53587,0.22171,0.02452,5.83,1.2638,18.17393,27.5,54.3,0.41452,"very slight",17.25341,11.27114,2.30377,1.01564,0.04954,NA,11.32686,0.26549,NA,NA,NA,NA
"607","113485",0.776,0.82743,0.10917,0.0153,5.32,1.59957,21.11082,28.3,50.6,0.45421,"very slight",12.75157,6.20757,1.01399,0.34624,0.04946,NA,9.73085,0.29698,NA,NA,NA,NA
"608","113490",3.1652,3.19625,0.24594,0.03964,6.84,NA,16.68556,28,55.3,0.2888,"very slight",15.13105,13.06388,3.32261,0.30206,0.02517,NA,10.08264,0.11482,NA,NA,NA,NA
"609","113491",0.8444,0.94662,0.05174,0.02841,7.97,NA,29.21063,34,36.8,0.87824,"very slight",10.29945,16.21094,3.76325,0.14474,0.04825,NA,11.75318,0.17213,NA,NA,NA,NA
"610","113492",1.4724,1.71204,0.05956,0.05956,7.96,NA,10.29797,27.8,61.9,1.9796,"slight",8.04082,30.19642,3.55535,0.07207,0.04805,NA,6.36516,0.09827,NA,NA,NA,NA
"611","113499",4.74,4.73979,0.34066,0.05085,4.3,NA,13.3317,28.2,58.5,NA,"none",13.2677,2.37165,0.95824,0.33538,0.04791,NA,10.39531,0.17938,NA,NA,NA,NA
"612","113500",1.2,1.20138,0.07875,0.02221,4.5,NA,13.21092,27.5,59.3,NA,"very slight",6.06432,0.12373,0.04949,0.09898,0.02475,NA,5.83431,0.18074,NA,NA,NA,NA
"613","113746",1.2456,1.68275,0.17415,0.03916,8.18,1.22489,24.33177,35.4,40.3,3.61531,"strong",16.67471,43.95075,4.26318,3.20327,0.30619,NA,10.88977,0.00808,84.45986,NA,NA,0.441
"614","113747",0.7256,1.34184,0.13831,0.01755,8.28,1.49853,26.42786,39.2,34.4,5.1159,"strong",16.48082,47.30748,4.88244,1.96719,0.61623,NA,11.67076,0.00403,39.86727,NA,NA,0.386
"615","113755",2.0116,2.01714,0.21047,0.11982,8.3,NA,27.80743,51.1,21.1,0.07097,"very slight",21.70439,19.52004,10.86421,1.80224,2.58913,NA,13.10044,0.01004,42.37333,NA,NA,2.5
"616","113756",1.046,1.10061,0.13744,0.21404,8.02,1.29611,34.85252,46.3,18.8,0.45495,"very slight",22.07412,27.82885,13.59139,1.26821,3.32606,NA,15.39457,0.00934,41.78357,NA,NA,3.29
"617","113763",2.1704,2.50521,0.23839,0.09306,8.1,1.24718,47.92007,47.5,4.6,2.83402,"strong",33.23562,62.4635,3.24613,3.19695,0.02459,NA,18.91892,0.0434,34.07409,NA,NA,0.401
"618","113764",1.4832,2.4316,0.15112,0.10673,8.32,1.23367,49.91968,44.5,5.6,7.88963,"violent",31.63132,117.89265,3.65095,2.25695,0,NA,19.76496,0.03256,17.40457,NA,NA,0.232
"619","113927",2.1,2.10152,0.14528,0.03935,5.54,NA,3.44088,11.1,85.5,NA,"none",7.49898,5.24109,0.88124,0.27829,0,9.53347,4.8926,0.01974,NA,NA,NA,NA
"620","113931",1.96,1.95932,0.12012,0.01312,5.17,NA,3.97662,14.7,81.3,NA,"none",7.91568,4.29258,0.70782,0.2055,0,10.35539,3.96717,0.02599,NA,NA,NA,NA
"621","113937",1.96,1.95699,0.10188,0.01311,4.84,NA,3.56841,7.4,89,NA,"none",12.19976,3.95617,0.69407,0.18508,0.02314,8.48875,5.40541,0.03381,NA,NA,NA,NA
"622","114288",3.738,4.46672,0.45026,0.14446,8.02,1.37461,41.17754,52.9,5.9,6.09926,"slight",33.36244,79.67555,12.07428,1.835,11.34028,NA,21.02564,0.0974,NA,NA,NA,3.89
"623","114289",2.0168,4.07196,0.25971,2.51475,8.14,1.2589,39.93984,53.5,6.6,17.11316,"violent",26.06251,227.48346,13.40365,0.53009,24.27046,NA,19.2012,0.07838,NA,NA,NA,9.73
"624","114305",2.5512,4.49608,0.32344,0.05702,7.96,NA,31.63765,58.9,9.5,16.2388,"strong",22.28255,100.47406,16.14423,1.07628,0,NA,15.09716,0.13308,NA,NA,NA,0.987
"625","114306",2.1744,4.23387,0.2628,0.16827,8.02,NA,33.28117,56.4,10.3,17.13445,"strong",21.26744,75.44161,19.58254,0.46726,0.29735,NA,14.44954,0.13459,NA,NA,NA,2.87
"626","114750",0.65,0.64559,0.11536,0,6.38,1.38336,16.82206,57,26.2,NA,"none",7.2869,3.8538,0.57918,0.11138,0,NA,7.02427,0.24142,NA,NA,NA,NA
"627","115597",0.1776,0.5366,0.04765,0.48998,8.7,1.23609,41.50632,39.1,19.4,3.0206,"very slight",24.06854,56.23031,3.07585,2.23165,52.80372,NA,15.22843,0.04287,46.15622,NA,NA,14.68
"628","115598",0.1032,0.45353,0.04577,1.53171,8.91,NA,46.52439,38,15.5,2.88984,"slight",24.2067,59.31448,2.58305,2.15254,151.46717,NA,17.01763,0.07791,46.47803,NA,NA,41.1
"629","115599",0.0584,0.38282,0.02855,0.72969,8.7,1.02272,51.16171,39.4,9.4,2.6829,"slight",23.97106,69.3687,2.96012,3.1057,127.06676,NA,20.64766,0.06036,31.22011,NA,NA,42.3
"630","115606",0.1516,1.21446,0.03805,0.06684,8.79,1.4576,17.54622,21.6,60.9,8.81505,"very slight",18.48203,47.98161,0.99557,0.92272,0.75275,NA,8.27251,0.00934,42.64528,NA,NA,0.294
"631","115607",0.2056,1.72174,0.06566,0.03752,8.45,NA,22.57857,15.7,61.7,12.62251,"slight",24.68543,55.28461,1.02467,0.73872,0.59574,NA,10.01054,0.01534,32.83255,NA,NA,0.286
"632","115608",0.238,2.38218,0.03229,0.20936,8.35,NA,20.89133,20.2,58.9,17.8497,"strong",23.89972,44.20196,0.66913,0.31488,0.25584,NA,10.32947,0.01577,27.80761,NA,NA,0.151
"633","115610",0.21,0.26757,0.05087,0.05697,8.48,NA,8.85974,10.9,80.2,0.49712,"none",12.34072,13.53564,2.08794,0.67198,0.072,NA,4.91651,0.01947,33.99122,NA,NA,0.167
"634","115611",0.178,0.21539,0.08064,0.00306,8.64,NA,10.76206,11.6,77.6,0.34986,"none",14.08688,14.09232,2.2778,0.67583,0.07509,NA,5.71715,0.01953,39.90708,NA,NA,0.112
"635","115612",0.2208,0.24345,0.02809,0.00624,8.31,1.39597,24.44966,7.3,68.3,0.16303,"slight",23.94019,20.8906,2.87715,0.4003,0.07506,NA,9.63705,0.01525,18.17227,NA,NA,0.082
"636","115613",0.2324,0.28649,0.03032,0.00732,8.39,1.41244,26.9858,7.2,65.8,0.48239,"very slight",26.92131,28.34025,2.82659,0.29754,0.09918,NA,10.72235,0.02065,8.45237,NA,NA,0.12
"637","115619",0.3852,0.50667,0.04486,0.01325,8.85,1.4061,9.09686,24.3,66.6,1.03836,"slight",14.77157,21.37198,1.74862,0.82574,1.04431,NA,5.92021,0.00433,42.49073,NA,NA,0.268
"638","115631",0.7652,0.80397,0.07834,0.02577,7.47,1.38486,15.34562,34,50.7,0.29261,"slight",19.64159,14.08778,5.24311,1.34753,0.26951,NA,6.73516,0.03916,45.17159,NA,NA,0.143
"639","115632",0.654,0.69275,0.07166,0.02181,7.72,1.24992,19.82937,36.3,43.9,0.303,"slight",23.75638,16.21612,5.99608,1.43226,0.31558,NA,8.06122,0.04419,36.13359,NA,NA,0.122
"640","115633",0.398,0.4357,0.05486,0.01793,7.9,1.17553,29.18464,32.2,38.6,0.34536,"slight",30.57313,21.50502,7.71912,0.96181,0.56722,NA,13.7746,0.03747,7.08524,NA,NA,0.097
"641","115634",0.4372,0.46414,0.09069,0.01921,8.05,1.19102,33.98609,29.8,36.2,0.19398,"slight",38.32276,23.76602,9.22111,0.63682,1.24816,NA,16.55716,0.04028,4.65905,NA,NA,0.101
"642","115638",0.1172,0.50176,0.04496,0.01431,8.76,NA,6.48172,18.3,75.2,3.19355,"slight",15.33896,29.95529,2.14619,1.46123,0.73062,NA,6.12043,0,34.40804,NA,NA,0.141
"643","115643",0.116,0.26485,0.04397,0.02556,8.57,1.51316,12.26808,53.5,34.2,1.20098,"slight",14.93073,22.20014,1.75204,1.19876,10.58138,NA,6.39053,0.01752,42.51901,NA,NA,2.12
"644","115644",0.0884,0.26169,0.04396,0.0276,8.49,NA,10.4802,50.2,39.3,1.43273,"strong",13.62952,28.74675,2.00349,0.90045,7.22608,NA,5.94828,0.0033,33.10217,NA,NA,1.777
"645","115934",0.6416,0.67658,0.08192,0.0182,7.73,1.48886,8.09934,6.1,85.8,0.32281,"none",7.4873,6.12763,0.984,0.38018,0,NA,4.09556,0.00072,NA,NA,NA,0.156
"646","116434",3.28,3.28442,0.21456,0.00712,6.74,1.2968,8.79805,46.2,45,NA,"none",11.42478,7.29665,1.56029,0.41302,0.06884,NA,7.45156,0.13703,15.75487,NA,NA,NA
"647","116540",0.66,0.65707,0.10101,0.02083,5.52,1.38027,33.83035,53.5,12.7,NA,"none",21.66685,4.61829,7.6689,0.46607,0,NA,15.80247,0.20631,NA,NA,NA,NA
"648","116827",4.978,7.66107,0.51074,9.08736,8.13,NA,33.16326,43.1,23.7,22.34856,"violent",15.42744,333.77567,47.89377,1.65943,4.69747,NA,18.56849,0.01569,NA,NA,NA,7.97
"649","117860",2.73,2.73485,0.28423,0.04031,6.18,1.23926,28.33728,66.8,4.9,NA,"none",21.71946,15.44363,3.21033,0.31617,0,NA,14.58003,0.14086,NA,NA,NA,NA
"650","117861",1.65,1.65179,0.15978,0.04046,6.35,1.41864,32.34065,63.3,4.4,NA,"none",22.09209,15.38205,4.11351,0.2493,0,NA,14.63415,0.18119,NA,NA,NA,NA
"651","117903",1.25,1.25465,0.17735,0.06587,7.26,1.73559,14.07187,31.6,54.3,NA,"none",9.29393,8.70811,2.34826,0.51368,0.02446,NA,6.39659,0.09882,NA,NA,NA,NA
"652","117920",3.03,3.03073,0.20374,0.03953,4.36,NA,6.28998,19.5,74.2,NA,"none",12.9166,0.09907,0,0,0,NA,9.67283,0.21088,NA,NA,NA,NA
"653","117932",1.3,1.30374,0.10873,0.02013,4.35,NA,3.11288,8.7,88.2,NA,"none",4.84044,0.11894,0,0.04757,0,NA,3.46021,0.12891,NA,NA,NA,NA
"654","117933",0.66,0.66064,0.07956,0.01611,4.97,NA,2.95924,7,90,NA,"none",0.91763,0.04881,0,0.0244,0,NA,2.88288,0.27382,NA,NA,NA,NA
"655","117937",2.62,2.62225,0.11243,0.01317,4.51,NA,2.59977,14.1,83.3,NA,"none",8.20175,0.2879,0,0.04429,0,NA,5.1882,0.30257,NA,NA,NA,NA
"656","117938",4.28,4.28396,0.19894,0.02371,4.58,NA,3.71713,12.3,84,NA,"none",21.19143,0.43099,0,0.04537,0,NA,9.0411,1.03985,NA,NA,NA,NA
"657","117942",0.06,0.05509,0.00501,0.00701,5.29,NA,0.48551,0.9,98.6,NA,"none",0.41939,0.0695,0,0,0,NA,0.90361,0.04273,NA,NA,NA,NA
"658","117943",1,1.00096,0.1275,0.04719,4.19,NA,1.43943,8.1,90.5,NA,"none",2.52141,0.14394,0,0.02399,0,NA,3.21058,0.05823,NA,NA,NA,NA
"659","117944",0.17,0.17227,0.04307,0.09415,4.65,NA,1.33463,5.8,92.9,NA,"none",0.66712,0.02361,0,0.02361,0,NA,1.0979,0.00229,NA,NA,NA,NA
"660","117945",1.59,1.58729,0.06171,0.04755,4.92,NA,0.54921,2.7,96.8,NA,"none",7.56726,0.38909,0,0.02432,0,NA,3.58852,0.51879,NA,NA,NA,NA
"661","117951",3.56,3.56294,0.27547,0.03545,4.51,NA,2.17109,11.4,86.4,NA,"none",8.74424,3.90475,1.04127,0.09466,0,NA,9.32584,0.04401,NA,NA,NA,NA
"662","117952",0.26,0.2634,0.02203,0.003,4.35,NA,0.97432,6.6,92.4,NA,"none",0.62287,0.16406,0.04102,0,0.10254,NA,1.31868,0,NA,NA,NA,NA
