"","id.sample_local_c","oc_usda.c729_w.pct","c.tot_usda.a622_w.pct","n.tot_usda.a623_w.pct","s.tot_usda.a624_w.pct","ph.h2o_usda.a268_index","bd_usda.a4_g.cm3","clay.tot_usda.a334_w.pct","silt.tot_usda.c62_w.pct","sand.tot_usda.c60_w.pct","caco3_usda.a54_w.pct","efferv_usda.a479_class","cec_usda.a723_cmolc.kg","ca.ext_usda.a722_cmolc.kg","mg.ext_usda.a724_cmolc.kg","k.ext_usda.a725_cmolc.kg","na.ext_usda.a726_cmolc.kg","wr.33kPa_usda.a415_w.pct","wr.1500kPa_usda.a417_w.pct","al.dith_usda.a65_w.pct","p.ext_usda.a652_mg.kg","p.ext_usda.a1070_mg.kg","k.ext_usda.a1065_mg.kg","ec_usda.a364_ds.m"
"395","89306",0.674,1.2758,0.04887,0.01833,8.78,1.28695,27.19726,58,14.8,5.05422,"slight",18.24798,35.05412,18.23217,0.55402,1.41022,NA,13.90434,NA,NA,NA,NA,0.377
"396","89315",0.1564,1.99103,0.01618,0.13752,7.76,NA,19.13128,31.3,49.6,15.2825,"violent",10.23388,56.21397,8.67091,0.51438,0.36741,NA,8.63378,NA,NA,NA,NA,2.12
"397","89779",3.26,3.26177,0.23356,0.00508,6.48,1.17713,11.02652,87.4,1.6,NA,"none",12.78902,11.04342,2.37493,0.54623,0,NA,11.42857,0.15902,NA,NA,NA,NA
"398","89780",2.03,2.02678,0.13377,0,6.34,1.21885,11.88269,87,1.1,NA,"none",10.12613,7.83234,1.8346,0.42337,0,NA,8.55615,0.14964,NA,NA,NA,NA
"399","89788",4.1,4.10162,0.03367,0.02959,6.28,1.1159,16.09899,82.1,1.8,NA,"none",17.51275,13.29763,4.08613,0.6141,0,NA,15.3322,0.14472,NA,NA,NA,NA
"400","89789",1.06,1.06421,0.0112,0,5.67,1.32321,20.34531,78,1.7,NA,"none",11.74923,6.04395,2.59701,0.42496,0,NA,10.38306,0.17572,NA,NA,NA,NA
"401","89796",3.76,3.76385,0.25365,0.03068,6.37,1.10612,19.51052,78.8,1.7,NA,"none",18.38859,13.80123,4.45886,0.5662,0,NA,15.87678,0.20253,NA,NA,NA,NA
"402","89797",1.24,1.23689,0.11309,0.00306,5.35,1.28969,21.53603,77.4,1.1,NA,"none",13.31878,6.01397,2.94708,0.43128,0,NA,11.06557,0.21886,NA,NA,NA,NA
"403","89805",1.21,1.20534,0.12693,0.00406,5.69,1.33466,14.98883,83.4,1.6,NA,"none",10.93426,7.2843,2.32915,0.29685,0,NA,7.47296,0.1776,NA,NA,NA,NA
"404","89816",4.41,4.41364,0.2916,0.01626,6.87,1.10751,12.59884,86.5,0.9,NA,"none",16.30694,15.03449,3.03913,0.64466,0,NA,13.54515,0.09172,NA,NA,NA,NA
"405","89817",0.9,0.90337,0.07974,0,5.83,1.36364,12.59753,86.4,1,NA,"none",8.00249,4.28838,1.48355,0.48679,0,NA,6.55022,0.09521,NA,NA,NA,NA
"406","89825",8.98,8.98043,0.60124,0.06715,6.95,NA,22.00098,77.2,0.8,NA,"none",35.01872,29.82399,6.70304,0.79259,0,NA,31.4587,0.12173,NA,NA,NA,NA
"407","89826",2.24,2.23712,0.18846,0.02037,5.79,1.20944,19.00118,79.4,1.6,NA,"none",15.21634,9.9969,3.19536,0.50213,0,NA,12.53886,0.10915,NA,NA,NA,NA
"408","89827",0.86,0.85854,0.09789,0.0102,5.16,1.39912,24.24617,74.9,0.9,NA,"none",14.08572,6.50307,3.03323,0.32171,0,NA,11.52482,0.12327,NA,NA,NA,NA
"409","89836",7.18,7.17626,0.50007,0.05671,6.68,NA,21.43353,77.4,1.2,NA,"none",31.18603,24.98588,7.35708,0.68165,0,NA,29.81481,0.0854,NA,NA,NA,NA
"410","89837",1.68,1.68013,0.17455,0.01939,5.57,1.25082,22.49267,76,1.5,NA,"none",15.35545,8.64859,3.89895,0.37808,0,NA,11.39565,0.1205,NA,NA,NA,NA
"411","89838",0.59,0.5914,0.07687,0.00615,5.02,1.36669,24.27511,74.7,1,NA,"none",16.27056,7.18349,3.63839,0.37317,0,NA,12.07464,0.12265,NA,NA,NA,NA
"412","89847",9.12,9.11936,0.66232,0.0476,6.61,NA,14.71905,83.9,1.4,NA,"none",36.71639,32.04517,8.92636,0.87374,0,NA,28.57143,0.1653,NA,NA,NA,NA
"413","89848",1.44,1.44406,0.1635,0.00812,5.69,1.2847,11.47532,87.9,0.6,NA,"none",11.4706,7.72038,3.4108,0.48396,0.06914,NA,8.21745,0.17928,NA,NA,NA,NA
"414","89849",0.94,0.94475,0.07525,0.00508,5.54,1.26765,13.15589,86,0.8,NA,"none",11.33123,6.99019,3.28398,0.42223,0.07037,NA,8.03357,0.19596,NA,NA,NA,NA
"415","90967",0.29,0.28797,0.02357,0.0041,5.2,1.39385,26.87453,52.8,20.3,NA,"none",14.18805,6.58748,3.96691,0.33659,0,NA,12.35217,NA,NA,NA,NA,NA
"416","90976",0.08,0.07757,0,0,5.03,NA,8.87027,7.1,84,NA,"none",4.66504,2.0824,0.96111,0.22883,0,NA,3.67055,NA,NA,NA,NA,NA
"417","90984",0.49,3.82146,0.02415,0,8.25,1.91311,14.11515,55.8,30.1,27.74812,"violent",3.01628,36.65748,4.33094,0.19142,0,NA,6.10134,NA,NA,NA,NA,NA
"418","91009",0.17,0.17274,0.063,0,7.4,1.63388,17.88055,17.2,64.9,NA,"none",10.12257,8.95061,4.86498,0,0.02362,NA,8.09444,NA,NA,NA,NA,NA
"419","91017",0.3316,0.90553,0.0859,0.00404,7.9,1.76393,21.65761,40.7,37.6,4.82184,"slight",5.69749,14.15042,7.40649,0.21297,0,NA,9.6861,NA,NA,NA,NA,NA
"420","94030",0.97,0.96941,0.07128,0.02138,5.82,1.51657,21.18206,43.3,35.5,NA,"none",11.46918,7.23003,2.0417,0,0,NA,8.78113,NA,0.25966,NA,NA,NA
"421","94032",0.6,0.60025,0.05308,0.00102,5.49,1.52354,21.73907,37.8,40.5,NA,"none",12.11831,4.67085,2.82148,0.21339,0.02371,NA,9.74265,NA,NA,NA,NA,NA
"422","94084",3.7084,4.60357,0.42002,0.0198,8.1,0.95046,33.12767,62.3,4.6,7.43039,"slight",27.70271,61.10175,0.90612,1.29795,0,NA,19.28687,NA,NA,NA,NA,0.453
"423","94098",0.08,0.08414,0.12674,0.16933,4.45,1.36544,62.00989,36.4,1.6,NA,"none",24.43947,15.43838,7.46864,0.90674,0.50109,NA,20.39474,NA,NA,NA,NA,1.53
"424","94110",3.9452,4.06924,0.37507,0.02619,7.69,NA,38.43751,60.2,1.4,1.03656,"none",36.37281,52.9446,1.61492,1.44101,0,NA,21.19944,0.11647,NA,NA,NA,0.58
"425","94111",2.2108,2.44068,0.18655,0.00829,7.83,NA,30.95362,67.4,1.6,1.90813,"slight",25.33957,50.19822,1.37496,0.91664,0,NA,16.34349,0.10239,NA,NA,NA,0.33
"426","94297",0.79,0.79146,0.11089,0.01628,6.76,NA,12.57157,33.3,54.1,NA,"none",10.84266,8.03827,1.97431,1.36321,0,NA,6.39535,NA,NA,NA,NA,0.33
"427","94305",0.506,0.52746,0.02541,0,7.13,NA,11.93378,23.3,64.8,0.20191,"none",9.14117,8.42449,1.6849,1.08315,0,NA,6.12033,NA,NA,NA,NA,0.471
"428","94808",3.51,3.50931,0.25979,0.01362,5.56,NA,40.27485,44,15.7,NA,"none",33.13971,7.1079,4.52321,1.10089,0.14359,NA,25.18703,1.39281,NA,NA,NA,NA
"429","94811",0.5812,0.61335,0.0656,0.00833,5.84,1.28675,44.43527,41.4,14.2,0.23989,"very slight",23.98628,4.8869,4.4405,0.93979,0.07048,NA,23.7849,1.1628,NA,NA,NA,NA
"430","95561",1.08,1.08452,0.16614,0.01835,6.06,1.45671,20.32898,76.9,2.8,NA,NA,10.11921,9.13086,0.84502,0.28167,0,NA,8.72818,0.21592,NA,NA,NA,NA
"431","95566",2.19,2.18727,0.22344,0.03485,5.81,1.4367,23.94281,74.3,1.8,NA,"none",14.07889,10.71828,1.96818,0.97223,0,NA,12.76171,0.20528,NA,NA,NA,NA
"432","95567",1.17,1.16881,0.13112,0.02458,6.07,1.44697,25.49218,72.8,1.7,NA,"none",12.51593,9.81987,1.59368,0.56247,0,NA,11.23723,0.219,NA,NA,NA,NA
"433","95580",1.56,1.56101,0.18847,0.02151,6.36,1.37955,24.60336,56.9,18.5,NA,"none",13.22989,11.72874,0.94848,0.32387,0,NA,11.01266,0.19747,NA,NA,NA,NA
"434","95587",3.35,3.35179,0.35568,0.04408,5.73,1.40826,21.03663,68.3,10.7,NA,"none",15.08138,10.87382,1.38659,0.70546,0,NA,12.5,0.18962,NA,NA,NA,NA
"435","95588",1.12,1.11837,0.13187,0.02045,6.61,1.42028,23.40935,64.8,11.8,NA,"none",12.35785,11.31758,0.94117,0.4,0,NA,9.84095,0.19432,NA,NA,NA,NA
"436","95593",2.36,2.35819,0.27021,0.05732,6.43,1.28064,21.70313,75.7,2.6,NA,"none",14.80325,14.13482,1.56003,0.78002,0,NA,10.64426,0.1731,NA,NA,NA,NA
"437","95594",1.09,1.08807,0.12555,0.05512,6.34,1.39286,23.45987,74.4,2.1,NA,"none",11.21745,10.59619,0.87318,0.56639,0,NA,9.04184,0.16202,NA,NA,NA,NA
"438","95603",1.69,1.6929,0.18003,0.02148,5.68,1.43174,22.34161,75,2.7,NA,"none",12.69167,9.61956,1.28417,0.53701,0,NA,10.14493,0.18844,NA,NA,NA,NA
"439","95611",2.61,2.61229,0.24538,0.03681,5.94,1.48306,20.94001,75,4.1,NA,"none",13.81365,12.4861,1.25334,0.47296,0,NA,10.25641,0.18076,NA,NA,NA,NA
"440","95612",0.98,0.97729,0.10008,0.01328,6.38,1.42739,23.68166,72,4.3,NA,"none",11.44954,10.88583,0.84107,0.26434,0,NA,9.00901,0.18703,NA,NA,NA,NA
"441","96748",0.12,0.17734,0.05737,0,7.81,1.32125,41.82914,38.7,19.5,0.49748,"none",28.20122,26.52933,6.29953,1.33122,0.07132,NA,19.13357,NA,NA,NA,NA,0.162
"442","96771",0.2692,0.30609,0.05462,0.00618,8.28,1.36157,30.49894,59,10.5,0.33678,"none",23.67086,22.77014,4.61019,1.05309,4.11875,NA,16.72662,NA,NA,NA,NA,0.631
"443","96933",2.34,2.33881,0.20218,0.01829,6.19,1.19692,21.5254,61.5,17,NA,"none",16.42833,11.24073,2.96663,1.04295,0,NA,11.57407,0.01808,NA,NA,NA,NA
"444","96934",1.68,1.67701,0.1468,0.01835,6.02,1.26703,28.82547,55.7,15.5,NA,"none",18.25616,11.80445,3.3727,0.86596,0,NA,14.1522,0.0228,NA,NA,NA,NA
"445","96942",1.36,2.08395,0.12473,0.00913,7.89,1.34768,19.13847,38.3,42.6,5.99702,"violent",14.0688,50.14445,1.12917,0.78351,0,NA,8.81057,0.02317,NA,NA,NA,NA
"446","97094",0.0652,0.07204,0.01623,0,8.26,0.94169,5.42824,87.4,7.2,0.03958,"none",9.78071,6.41103,2.32488,0.18787,1.90217,NA,8.45771,0.14585,NA,NA,NA,0.482
"447","97109",0.44,0.43636,0.02853,0,7.04,NA,38.69212,49.1,12.2,NA,"none",34.84887,22.30909,16.22025,0.8734,2.19597,NA,25.51253,NA,NA,NA,NA,0.289
"448","97111",3.2508,3.54138,0.37127,0.21261,8.11,NA,26.07915,51.8,22.1,2.41245,"slight",43.61581,55.2939,9.7956,1.21551,29.74431,NA,26.25,NA,NA,NA,NA,7.88
"449","97121",0.51,0.5059,0.00729,0,7.01,NA,23.37046,50.8,25.8,NA,"none",24.79721,17.11953,5.4684,0.66508,2.90663,NA,18.83768,NA,NA,NA,NA,0.331
"450","98088",0.0704,0.10661,0.00603,0,7.89,1.6104,5.34595,2.7,92,0.3315,"none",5.03088,4.78462,0.30945,0.35706,0,NA,3.06554,NA,NA,NA,NA,NA
"451","98242",1.3824,1.40748,0.21732,0.01015,7.1,1.59655,21.27135,46.7,32,0.2258,"very slight",12.53467,9.7421,3.34812,0.32551,0,NA,10.74271,0.14452,2.91448,NA,NA,NA
"452","98269",4.65,4.64534,0.31407,0.02771,4.96,NA,12.58111,40.6,46.8,NA,"none",18.2018,7.47173,1.48962,0.11822,0,NA,16,0.33302,NA,NA,NA,NA
"453","98282",8.88,8.88019,0.52998,0.03562,5.13,NA,2.55387,31.9,65.5,NA,"none",60.17702,16.88185,2.89817,0.38642,0,NA,24.63054,1.7694,NA,NA,NA,NA
"454","98285",4.6452,4.67704,0.32609,0.02666,6.12,NA,13.51068,42.9,43.6,0.29351,"very slight",22.54409,14.72927,2.83345,0.25759,0,NA,14.36314,0.29493,NA,NA,NA,NA
"455","98289",3.84,3.84408,0.25041,0.00307,5.02,NA,11.30643,47.8,40.9,NA,"none",19.30365,7.76336,1.29769,0.2732,0,NA,14.57233,0.26677,NA,NA,NA,NA
"456","98294",5.936,5.96406,0.35362,0.02165,5.16,NA,13.38046,47.8,38.8,0.19717,"very slight",21.6316,4.80516,0.95637,0.34989,0,NA,20.34483,0.46458,NA,NA,NA,NA
"457","98298",0.78,0.78316,0.0463,0,4.77,NA,2.46788,5.5,92,NA,"none",6.3476,2.22081,0.53767,0.09351,0,NA,4.27494,0.03765,NA,NA,NA,NA
"458","98303",3.79,3.7867,0.23366,0.00838,5.82,NA,3.78864,30.6,65.6,NA,"none",33.44694,18.58776,2.16739,0.23559,0,NA,17.67068,0.81369,NA,NA,NA,NA
"459","98309",0.1996,0.21609,0.03719,0,5.86,NA,1.14372,3.5,95.4,0.16811,"slight",5.00907,4.22941,0.56707,0.07088,0,NA,3.74449,0.06697,NA,NA,NA,NA
"460","98313",3.12,3.12145,0.35822,0.00507,4.79,NA,13.52734,30.3,56.2,NA,"none",14.37327,5.68214,1.40879,0.4696,0,NA,11.74242,0.09395,NA,NA,NA,NA
"461","98891",4.43,4.43315,0.36587,0.08435,6.33,NA,16.9728,22.8,60.2,NA,"none",17.46198,15.27924,1.47938,0.50854,0,NA,12.62799,0.10364,NA,NA,NA,NA
"462","98892",2.06,2.05882,0.18321,0.05567,7,1.01468,17.66091,25.4,56.9,NA,"none",12.692,11.20697,1.5943,0.09378,0,NA,9.57576,0.09313,NA,NA,NA,NA
"463","98898",2.48,2.47524,0.13284,0.02434,6.78,1.23981,13.94931,23.1,63,NA,"none",16.44943,14.11299,1.95303,0.86026,0.02325,NA,9.54301,0.11364,NA,NA,NA,NA
"464","98899",1.59,1.58876,0.11917,0.01978,7.24,1.16479,16.38935,22.5,61.1,NA,"none",14.679,15.83873,2.0514,0.76331,0.04771,NA,8.28604,0.09158,NA,NA,NA,NA
"465","98901",0.8,0.80399,0.0532,0.00903,6.17,NA,4.2285,4.7,91.1,NA,"none",4.98044,3.30167,0.58128,0.44177,0.0465,NA,2.44835,0.01786,NA,NA,NA,NA
"466","98902",1.64,1.63743,0.17162,0.02625,6.78,1.48411,10.06015,25,64.9,NA,"none",8.54264,6.89258,1.48843,0.64117,0.0687,NA,5.05561,0.03383,NA,NA,NA,NA
"467","98903",1.01,1.00942,0.08698,0.01922,6.98,1.43973,13.90709,28.9,57.2,NA,"none",10.99516,8.86134,2.04136,0.64952,0.04639,NA,5.76923,0.04698,NA,NA,NA,NA
"468","98906",0.07,0.0697,0.01414,0.00505,5.59,NA,6.00701,10.4,83.6,NA,"none",14.03778,8.22224,1.03352,0.71198,0,NA,5.95238,0.07779,NA,NA,NA,NA
"469","98907",4.14,4.13904,0.24978,0.02831,5.81,1.32657,6.77912,13.3,79.9,NA,"none",12.67697,7.01782,1.12011,0.70864,0.02286,NA,5.37728,0.11415,NA,NA,NA,NA
"470","98908",2.18,2.17507,0.15269,0.01719,6.08,1.26359,6.68088,13.7,79.6,NA,"none",10.90872,7.10114,1.15937,0.6763,0.02415,NA,4.96224,0.08039,NA,NA,NA,NA
"471","98915",1.25,1.24783,0.07755,0.01511,6.33,NA,6.39554,8.8,84.8,NA,"none",8.59042,7.77321,1.04275,0.63987,0.0474,NA,4.62509,0.0316,NA,NA,NA,NA
"472","98916",1.84,1.83806,0.13952,0.01112,6.76,1.42678,10.28161,15.7,74,NA,"none",13.01284,11.82999,2.06146,0.9136,0,NA,5.27211,0.05174,NA,NA,NA,NA
"473","98917",0.93,0.92953,0.10395,0.00908,7.28,1.46873,9.40901,13.9,76.7,NA,"none",9.53502,8.74962,1.68437,0.7486,0,NA,4.07583,0.03026,NA,NA,NA,NA
"474","98935",5.47,5.4673,0.29636,0.02555,6.43,1.01435,10.4586,28.1,61.4,NA,"none",24.91933,17.10741,6.63445,0.853,0.04739,NA,10.53622,0.06237,NA,NA,NA,NA
"475","98936",3.16,3.15839,0.17901,0.01852,7.02,0.97316,20.72127,30.7,48.6,NA,"none",28.99856,18.22304,10.07063,0.93513,0.07193,NA,16.32156,0.06742,NA,NA,NA,NA
"476","99910",1.458,1.49955,0.15801,0.0367,7.87,1.2489,16.32103,30.4,53.3,0.346,"none",16.50716,16.04563,2.00279,1.35072,0.37261,NA,7.55102,0.03531,NA,NA,NA,0.33
"477","99911",0.7424,0.76972,0.13457,0.01427,7.93,1.4316,17.41783,22.3,60.3,0.23487,"none",14.94577,13.44179,1.33714,1.38406,0.2815,NA,7.33813,0.03265,NA,NA,NA,0.17
"478","99927",0.74,0.73741,0.08706,0.00307,7.31,1.35546,22.94049,39,38.1,NA,"none",18.28549,13.63362,2.74518,2.16846,0.06921,NA,10.79404,0.04836,NA,NA,NA,0.07
"479","99932",0.9852,1.04684,0.10101,0.00918,7.83,1.2526,13.24545,22.8,64,0.53799,"none",16.71526,19.59819,1.33521,2.19518,0,NA,7.66932,0.02522,NA,NA,NA,0.24
"480","100540",3.19,3.18753,0.31681,0.03781,6.61,1.23494,32.49918,64,3.5,NA,"none",24.42074,17.68748,5.43356,1.38681,0.15914,36.72594,16.09403,0.12577,1.67805,NA,NA,NA
"481","101337",8.43,8.42599,0.43713,0.02346,5.99,0.98371,2.18969,41.1,56.7,NA,"none",32.00645,1.25778,0.28478,0.21358,0,NA,18.14815,2.28466,NA,NA,NA,NA
"482","101343",0.69,0.68704,0.01816,0,6.85,1.20965,0,12,88,NA,"none",4.60813,1.5087,0.80149,0.18859,0,NA,4.21394,0.16164,NA,NA,NA,0.071
"483","101372",1.81,1.81065,0.14758,0,6.22,NA,10.20076,19,70.8,NA,"none",11.47864,3.23428,1.11862,0.07295,0.31613,NA,11.48087,0.18314,NA,NA,NA,NA
"484","102078",1.7524,2.53272,0.19065,0,7.92,1.25914,22.81943,62.1,15.1,6.47639,"slight",17.1254,48.88217,6.64941,1.34785,0.08986,NA,13.10924,0.02883,NA,NA,NA,0.555
"485","102085",1.7092,2.55557,0.17681,0,7.8,1.23651,21.56815,64.6,13.8,7.08626,"violent",19.11343,53.20046,1.22859,1.25178,0,NA,13.30344,0.01931,NA,NA,NA,0.38
"486","102736",3.73,3.73064,0.41361,0.048,6.98,NA,25.40923,48.7,25.9,NA,"none",21.06664,16.26517,7.98133,1.39615,0.06981,NA,12.82799,0.06441,NA,NA,NA,0.26
"487","102737",1.47,1.47116,0.21746,0.0194,7.26,NA,28.2555,45.5,26.2,NA,"none",18.24301,13.04947,9.47176,0.61922,0.29814,NA,11.85102,0.08437,NA,NA,NA,0.116
"488","102744",1.1264,1.1591,0.15718,0.03245,7.56,NA,18.83953,38.1,43.1,0.28136,"none",12.78279,8.06008,6.42035,0.41571,1.43188,NA,8.08081,0.05949,NA,NA,NA,0.247
"489","102745",0.9184,0.97216,0.13289,0.0828,8.27,NA,34.47054,38.1,27.4,0.43257,"strong",21.98201,8.41244,16.6622,0.53449,10.82927,NA,14.3167,0.11677,NA,NA,NA,2.63
"490","102761",3.1716,4.2925,0.28119,0.23761,7.68,NA,34.37121,46,19.6,9.32273,"strong",28.46162,71.03136,17.45117,0.90265,1.62014,NA,15.95477,0.06386,NA,NA,NA,4.35
"491","102775",3.4476,4.79686,0.32,0.62545,7.91,NA,36.39084,45.3,18.3,11.27021,"violent",30.35309,87.46132,26.73977,0.83562,2.94787,NA,16.13171,0.04953,NA,NA,NA,4.08
"492","102818",2.8096,5.10911,0.28045,0.65196,8.13,NA,34.49637,61.5,4,19.17077,"violent",25.12768,95.59101,34.44921,0.51118,4.045,NA,17.00939,0.02109,NA,NA,NA,5.12
"493","102847",2.6016,4.89035,0.26785,2.36636,8.15,NA,31.12174,65.6,3.3,19.06526,"violent",19.51155,170.81302,24.55509,0.43359,2.51028,NA,13.51857,0.02146,NA,NA,NA,4.84
"494","103133",0.53,0.53277,0.04059,0.01522,6.61,1.33949,8.94599,29.9,61.2,NA,"none",9.64681,6.00842,4.13079,0.12518,0.07511,NA,5.18192,0.04547,NA,NA,NA,0.068
"495","103549",3.19,3.19458,0.2742,0.06218,5.78,1.34133,31.55316,63.8,4.6,NA,"none",20.41693,14.48533,1.66339,0.36964,0,NA,18.05556,0.14143,NA,NA,NA,0.105
"496","105054",5.66,5.66361,0.37261,0.03416,5.95,1.12233,20.61338,75.8,3.6,NA,"none",21.99128,14.16982,2.99616,0.45055,0,NA,15.04316,0.19198,NA,NA,NA,NA
"497","105055",0.96,0.95782,0.08791,0.00204,5.29,1.43727,22.74658,72.4,4.9,NA,"none",9.82231,2.33255,1.0317,0.22428,0,NA,11.95266,0.232,NA,NA,NA,NA
"498","105061",1.2,1.19727,0.15869,0.02034,5.675,1.38588,17.09694,77.4,5.5,NA,"none",7.76576,3.3079,0.46933,0.18204,0,NA,9.75275,0.17172,NA,NA,NA,NA
"499","105062",0.34,0.33628,0.03793,0.00718,5.4,1.37746,28.00091,68.4,3.6,NA,"none",11.49511,4.19934,1.06053,0.25325,0.03944,NA,12.36994,0.25238,NA,NA,NA,NA
"500","105068",5.58,5.58128,0.34142,0.03578,5.13,NA,12.12812,81.7,6.2,NA,"none",13.92962,3.36956,0.85669,0,0,NA,14.90787,0.13723,NA,NA,NA,NA
"501","105069",0.55,0.54931,0.06165,0.00707,4.88,1.44407,12.60598,83.2,4.2,NA,"none",4.91868,0.07326,0.21622,0.14652,0,NA,7.18711,0.11235,NA,NA,NA,NA
"502","105075",2.09,2.08773,0.14754,0.01314,4.91,NA,10.62418,68.7,20.7,NA,"none",5.79485,0.09022,0.06901,0.17925,0,NA,8,0.13437,NA,NA,NA,NA
"503","105076",0.59,0.58993,0.06252,0,5.01,1.36381,12.20598,70.5,17.3,NA,"none",3.82556,0.02264,0.01132,0.11319,0,NA,7.86627,0.10873,NA,NA,NA,NA
"504","105082",3.26,3.25515,0.17148,0.01725,4.84,NA,11.89029,82.1,6,NA,"none",9.08203,1.20556,0.43623,0.23252,0,NA,7.58294,0.11596,NA,NA,NA,NA
"505","105083",0.7,0.69793,0.08181,0,4.95,1.39699,14.63949,81.7,3.7,NA,"none",5.26229,0.08325,0.22362,0.16649,0,NA,5.72641,0.13953,NA,NA,NA,NA
"506","105088",0.98,0.98452,0.10331,0.01317,5.24,1.58743,17.19102,78.7,4.1,NA,"none",7.91725,7.07387,0.39742,0.23606,0,NA,7.52551,0.12113,NA,NA,NA,NA
"507","105890",2.4428,2.78295,0.28006,0.03215,7.91,1.28675,23.93045,58,18.1,2.81288,"slight",22.27453,45.83993,2.68422,1.55037,0,NA,16.19048,0.03764,NA,NA,NA,0.342
"508","105891",1.5744,1.98054,0.20022,0.01755,8.13,1.30176,20.46297,55.9,23.6,3.38231,"slight",18.71608,45.13427,2.31282,1.21366,0,NA,13.60719,0.03717,NA,NA,NA,0.281
"509","105996",2.706,2.75748,0.16472,0.05694,6.66,1.18431,16.28755,59,24.7,0.44759,"none",10.87437,8.3063,2.47188,0.26455,0,NA,9.1954,0.22241,NA,NA,NA,NA
"510","105997",0.72,0.71821,0.08127,0.02032,5.33,1.58936,28.22408,54,17.8,NA,"none",7.6272,1.8617,0.57978,0.13618,0,NA,11.75637,0.32944,NA,NA,NA,NA
"511","106000",3.67,3.67108,0.20655,0.02238,5.02,1.3054,11.72708,34.6,53.7,NA,"none",10.66152,1.429,0.30752,0.20864,0,NA,8.98876,0.22915,NA,NA,NA,NA
"512","106090",2.93,2.92771,0.25562,0.02484,6.74,NA,27.05483,71,1.9,NA,"none",26.03283,21.62804,4.64131,0.49476,0,NA,13.69661,0.07029,NA,NA,NA,NA
"513","106097",2.7,2.69615,0.28624,0.02975,6.07,NA,23.36156,74.3,2.3,NA,"none",18.36628,13.21502,3.32155,0.78294,0,NA,12.58427,0.13036,NA,NA,NA,NA
"514","106105",2.94,2.93759,0.28315,0.03604,6.61,NA,25.0412,72.9,2.1,NA,"none",23.23874,21.41304,4.22656,0.72389,0,NA,12.99871,0.11787,NA,NA,NA,NA
"515","106113",2.95,2.95313,0.28635,0.01854,6.64,NA,26.77151,70.9,2.3,NA,"none",24.86745,20.70545,4.12014,0.83504,0,NA,12.87758,0.10823,NA,NA,NA,NA
"516","106157",5.6172,5.75698,0.51458,0.09549,7.45,1.14411,49.5784,47.7,2.7,1.18656,"none",42.51254,53.87568,2.71769,1.03172,0,NA,25.86466,0.16753,5.12221,NA,NA,0.518
"517","106158",3.87,3.8735,0.34992,0.04454,7.39,0.89242,51.95717,45.3,2.7,NA,"none",38.41217,41.10487,2.16607,0.83116,0,NA,23.21937,0.19361,1.26487,NA,NA,0.359
"518","106159",1.85,1.85134,0.17733,0.01317,6.8,1.34494,10.2774,24.7,65,NA,"none",11.24612,11.58921,0.94162,0.4346,0,NA,8.24916,0.03725,6.1107,NA,NA,NA
"519","106160",0.83,0.83298,0.07683,0.00505,6.75,1.5786,11.97457,22.7,65.3,NA,"none",7.16207,7.08181,0.85766,0.36757,0,NA,5.07881,0.04699,1.93392,NA,NA,NA
"520","106165",0.32,0.31846,0.07413,0.00626,5.37,1.58156,41.75143,36.6,21.6,NA,"none",20.42943,14.8343,2.12586,0.39714,0,NA,13.8191,0.24562,0.11458,NA,NA,NA
"521","106168",1.22,1.21855,0.115,0.01614,6.66,1.43017,6.16513,12,81.8,NA,"none",6.56074,6.36108,0.65304,0.53211,0,NA,5.26786,0.04341,33.37554,NA,NA,0.178
"522","106493",0.71,0.70777,0.02005,0.001,4.45,NA,0.61349,2,97.4,NA,"none",2.23463,0,0,0.04773,0,NA,1.76768,0.00924,1.05264,NA,NA,NA
"523","106494",0.47,0.47293,0.02505,0,4.66,NA,1.09978,1.2,97.7,NA,"none",1.3895,0,0,0.04807,0,NA,1.60296,0.01241,1.58247,NA,NA,NA
"524","106495",0.22,0.21827,0.00701,0,4.91,NA,0.77177,1.4,97.8,NA,"none",0.72,0,0,0.04811,0.02406,NA,1.09589,0.00848,0.72205,NA,NA,NA
"525","106501",4.5,4.49624,0.30497,0.01322,4.17,NA,2.28325,4.7,93,NA,"none",9.9741,1.2854,0.30945,0.16663,0.0238,NA,17.17452,0.04743,9.99677,NA,NA,NA
"526","106502",0.51,0.50687,0.05309,0,4.45,NA,0.44795,1.1,98.5,NA,"none",1.38306,0,0,0.04629,0.04629,NA,1.6309,0.01696,1.09925,NA,NA,NA
"527","106510",1.62,1.61901,0.04921,0,4.39,NA,2.34706,4.2,93.5,NA,"none",3.1256,0.02413,0.04826,0.12066,0,NA,3.73945,0.03164,7.57886,NA,NA,NA
"528","106511",0.57,0.57025,0.04023,0,5.26,NA,3.33747,4,92.7,NA,"none",1.97023,0,0,0.04781,0,NA,2.28102,0.18042,112.76744,NA,NA,NA
"529","106517",1.02,1.02407,0.13171,0.00715,7.06,1.70644,24.715,30.1,45.2,NA,"none",11.23044,11.55488,2.71347,0.29396,0,NA,10.01318,0.09415,18.9144,NA,NA,NA
"530","106524",4.23,4.22556,0.29265,0.01631,5.12,1.27016,15.9843,45.9,38.1,NA,"none",15.59798,7.20568,1.93093,0.25903,0.02355,NA,12.13434,0.10598,11.14512,NA,NA,NA
